Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
Tctex1d4	old symbol	MGI:3045358	Dynlt4	dynein light chain Tctex-type 4	protein coding gene	4	+	116983991	116985935	ENSMUSG00000047671
Olfr62	old symbol	MGI:1333887	Or13p10	olfactory receptor family 13 subfamily P member 10	protein coding gene	4	+	118522716	118523663	ENSMUSG00000043698
Olfr1342	old symbol	MGI:3031176	Or13p4	olfactory receptor family 13 subfamily P member 4	protein coding gene	4	-	118546349	118550231	ENSMUSG00000043383
Olfr1341	old symbol	MGI:3031175	Or13p3	olfactory receptor family 13 subfamily P member 3	protein coding gene	4	+	118566606	118567544	ENSMUSG00000046790
Olfr1340	old symbol	MGI:3031174	Or13p8	olfactory receptor family 13 subfamily P member 8	protein coding gene	4	+	118582919	118584393	ENSMUSG00000070821
Olfr1339	old symbol	MGI:3031173	Or13p5	olfactory receptor family 13 subfamily P member 5	protein coding gene	4	+	118591728	118592675	ENSMUSG00000070820
Olfr1338	old symbol	MGI:3031172	Or10ak14	olfactory receptor family 10 subfamily AK member 14	protein coding gene	4	-	118610386	118614155	ENSMUSG00000095218
Olfr1337	old symbol	MGI:3031171	Or10ak13	olfactory receptor family 10 subfamily AK member 13	protein coding gene	4	-	118638833	118639783	ENSMUSG00000111159
Olfr1335	old symbol	MGI:3031168	Or10ak12	olfactory receptor family 10 subfamily AK member 12	protein coding gene	4	-	118666052	118667059	ENSMUSG00000066061
Olfr1333	old symbol	MGI:3031167	Or10ak11	olfactory receptor family 10 subfamily AK member 11	protein coding gene	4	-	118686682	118687635	ENSMUSG00000110947
Olfr1331	old symbol	MGI:3031165	Or10ak9	olfactory receptor family 10 subfamily AK member 9	protein coding gene	4	+	118725980	118726933	ENSMUSG00000073769
Olfr1330	rat synonym	MGI:3031165	Or10ak9	olfactory receptor family 10 subfamily AK member 9	protein coding gene	4	+	118725980	118726933	ENSMUSG00000073769
Olfr1330	rat synonym	MGI:3031167	Or10ak11	olfactory receptor family 10 subfamily AK member 11	protein coding gene	4	-	118686682	118687635	ENSMUSG00000110947
Olfr1330	old symbol	MGI:3031164	Or10ak16	olfactory receptor family 10 subfamily AK member 16	protein coding gene	4	+	118750282	118751229	ENSMUSG00000073768
Olfr1329	old symbol	MGI:3031163	Or10ak8	olfactory receptor family 10 subfamily AK member 8	protein coding gene	4	-	118773721	118774662	ENSMUSG00000096705
Olfr1328	old symbol	MGI:3031162	Or10ak7	olfactory receptor family 10 subfamily AK member 7	protein coding gene	4	-	118791096	118792037	ENSMUSG00000111259
BX470216.1		No associated gene								
AL607142.1		No associated gene								
Adprhl2	old symbol	MGI:2140364	Adprs	ADP-ribosylserine hydrolase	protein coding gene	4	-	126210144	126215496	ENSMUSG00000042558
4930471C06Rik	current symbol	MGI:1925335	4930471C06Rik	RIKEN cDNA 4930471C06 gene	lncRNA gene	4	+	127368641	127370633	
1700080G11Rik	current symbol	MGI:1920738	1700080G11Rik	RIKEN cDNA 1700080G11 gene	lncRNA gene	4	+	127368634	127370635	
AL607088.1		No associated gene								
Gm7534	old symbol	MGI:3702974	Zpld2	zona pellucida like domain containing 2	protein coding gene	4	-	133918115	133930315	ENSMUSG00000073747
Grrp1	old symbol	MGI:1919940	Fam110d	family with sequence similarity 110, member D	protein coding gene	4	-	133978421	133981417	ENSMUSG00000050105
Pqlc2	old symbol	MGI:2384837	Slc66a1	solute carrier family 66 member 1	protein coding gene	4	-	139021340	139038019	ENSMUSG00000028744
Pramef8	human symbol	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671	ENSMUSG00000073723
Pramef8	human symbol	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036	ENSMUSG00000036749
Pramef8	human symbol	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950	ENSMUSG00000078512
Pramef8	old symbol	MGI:2140473	Pramel12	PRAME like 12	protein coding gene	4	+	143138996	143147661	ENSMUSG00000046862
Pramef8	human symbol	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034	ENSMUSG00000028591
Pramef8	human symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586	ENSMUSG00000078511
Pramef8	human symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219	ENSMUSG00000035201
Pramef8	human symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105	ENSMUSG00000037028
Pramef8	human symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380	ENSMUSG00000070890
Pramef8	human symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368	ENSMUSG00000070618
Pramef8	human symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165	ENSMUSG00000066688
Pramef8	human symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728	ENSMUSG00000046435
Pramef8	human symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520	ENSMUSG00000078510
Pramef8	human symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035	ENSMUSG00000078508
Pramef8	human symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989	ENSMUSG00000070619
Pramef8	human symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423	ENSMUSG00000038330
Pramef8	human symbol	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190	ENSMUSG00000096044
Pramef8	human symbol	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368	ENSMUSG00000070686
Pramef8	human symbol	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966	ENSMUSG00000107392
Pramef8	human symbol	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898	ENSMUSG00000096230
Pramef8	human symbol	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404	ENSMUSG00000072822
Pramef8	human symbol	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869	ENSMUSG00000096259
Pramef8	human symbol	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655	ENSMUSG00000094560
Pramef8	human symbol	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114	ENSMUSG00000095718
Pramef8	human symbol	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512	ENSMUSG00000074011
Pramef8	human symbol	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226	ENSMUSG00000095074
Pramef8	human symbol	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199	ENSMUSG00000095503
Pramef8	human symbol	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707	ENSMUSG00000094195
Pramef8	human symbol	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017	ENSMUSG00000092166
Pramef8	human symbol	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614	ENSMUSG00000096066
Pramef8	human symbol	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434	ENSMUSG00000079424
Pramef8	human symbol	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446	ENSMUSG00000070677
Pramef8	human symbol	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721	ENSMUSG00000094043
Pramef8	human symbol	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032	ENSMUSG00000096139
Pramef8	human symbol	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856	ENSMUSG00000072821
Pramef8	human symbol	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476	ENSMUSG00000072814
Pramef8	human symbol	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089	ENSMUSG00000072813
Pramef8	human symbol	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061	ENSMUSG00000095954
Pramef8	human symbol	MGI:3781464	Pramel57	PRAME like 57	protein coding gene	5	+	95658601	95670261	ENSMUSG00000079423
Pramef8	human symbol	MGI:2141041	Pramel60	PRAME like 60	protein coding gene	5	+	95330483	95343201	ENSMUSG00000095996
BC080695	old symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368	ENSMUSG00000070618
BC080695	Genbank	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368	ENSMUSG00000070618
Gm13083	old symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165	ENSMUSG00000066688
Gm13088	old symbol	MGI:3649971	Pramel22	PRAME like 22	protein coding gene	4	-	143380330	143383816	ENSMUSG00000078513
Gm13089	old symbol	MGI:3649972	Pramel23	PRAME like 23	protein coding gene	4	-	143423070	143429281	ENSMUSG00000070617
Gm13078	old symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728	ENSMUSG00000046435
Gm13023	old symbol	MGI:3650478	Pramel25	PRAME like 25	protein coding gene	4	+	143515922	143522145	ENSMUSG00000066031
Gm13084	old symbol	MGI:3650237	Pramel26	PRAME like 26	protein coding gene	4	-	143535817	143542663	ENSMUSG00000059218
Gm13103	old symbol	MGI:3650203	Pramel27	PRAME like 27	protein coding gene	4	+	143573067	143580207	ENSMUSG00000029451
Pramef6	human symbol	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671	ENSMUSG00000073723
Pramef6	human symbol	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036	ENSMUSG00000036749
Pramef6	old symbol	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950	ENSMUSG00000078512
Pramef6	human symbol	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034	ENSMUSG00000028591
Pramef6	human symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586	ENSMUSG00000078511
Pramef6	human symbol	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219	ENSMUSG00000035201
Pramef6	human symbol	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105	ENSMUSG00000037028
Pramef6	human symbol	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380	ENSMUSG00000070890
Pramef6	human symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368	ENSMUSG00000070618
Pramef6	human symbol	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165	ENSMUSG00000066688
Pramef6	human symbol	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728	ENSMUSG00000046435
Pramef6	human symbol	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520	ENSMUSG00000078510
Pramef6	human symbol	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035	ENSMUSG00000078508
Pramef6	human symbol	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989	ENSMUSG00000070619
Pramef6	human symbol	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423	ENSMUSG00000038330
Pramef6	human symbol	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190	ENSMUSG00000096044
Pramef6	human symbol	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368	ENSMUSG00000070686
Pramef6	human symbol	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966	ENSMUSG00000107392
Pramef6	human symbol	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898	ENSMUSG00000096230
Pramef6	human symbol	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404	ENSMUSG00000072822
Pramef6	human symbol	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869	ENSMUSG00000096259
Pramef6	human symbol	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655	ENSMUSG00000094560
Pramef6	human symbol	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114	ENSMUSG00000095718
Pramef6	human symbol	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512	ENSMUSG00000074011
Pramef6	human symbol	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226	ENSMUSG00000095074
Pramef6	human symbol	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199	ENSMUSG00000095503
Pramef6	human symbol	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707	ENSMUSG00000094195
Pramef6	human symbol	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017	ENSMUSG00000092166
Pramef6	human symbol	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614	ENSMUSG00000096066
Pramef6	human symbol	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434	ENSMUSG00000079424
Pramef6	human symbol	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446	ENSMUSG00000070677
Pramef6	human symbol	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721	ENSMUSG00000094043
Pramef6	human symbol	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032	ENSMUSG00000096139
Pramef6	human symbol	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856	ENSMUSG00000072821
Pramef6	human symbol	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476	ENSMUSG00000072814
Pramef6	human symbol	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089	ENSMUSG00000072813
Pramef6	human symbol	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061	ENSMUSG00000095954
Pramef6	human symbol	MGI:3781464	Pramel57	PRAME like 57	protein coding gene	5	+	95658601	95670261	ENSMUSG00000079423
Pramef6	human symbol	MGI:3704106	Pramel59	PRAME like 59	protein coding gene	5	+	95136485	95174395	ENSMUSG00000096742
Pramef6	human symbol	MGI:2141041	Pramel60	PRAME like 60	protein coding gene	5	+	95330483	95343201	ENSMUSG00000095996
Pramef25	human synonym	MGI:3703005	Gm13102	predicted gene 13102	protein coding gene	4	+	143833044	143836671	ENSMUSG00000073723
Pramef25	human synonym	MGI:2156389	Pramel5	PRAME like 5	protein coding gene	4	-	143997203	144007036	ENSMUSG00000036749
Pramef25	human synonym	MGI:3649940	Pramel11	PRAME like 11	protein coding gene	4	-	143620807	143626950	ENSMUSG00000078512
Pramef25	human synonym	MGI:1924882	Pramel13	PRAME like 13	protein coding gene	4	-	144118244	144135034	ENSMUSG00000028591
Pramef25	rat synonym	MGI:3712553	Pramel15	PRAME like 15	protein coding gene	4	-	144099330	144104503	ENSMUSG00000073721
Pramef25	old symbol	MGI:3649968	Pramel16	PRAME like 16	protein coding gene	4	-	143675150	143677586	ENSMUSG00000078511
Pramef25	human synonym	MGI:3588238	Pramel17	PRAME like 17	protein coding gene	4	-	101692166	101701219	ENSMUSG00000035201
Pramef25	human synonym	MGI:3652120	Pramel18	PRAME like 18	protein coding gene	4	+	101766318	101769105	ENSMUSG00000037028
Pramef25	human synonym	MGI:3795847	Pramel19	PRAME like 19	protein coding gene	4	+	101797604	101800380	ENSMUSG00000070890
Pramef25	human synonym	MGI:3525148	Pramel20	PRAME like 20	protein coding gene	4	+	143294045	143300368	ENSMUSG00000070618
Pramef25	human synonym	MGI:3650232	Pramel21	PRAME like 21	protein coding gene	4	+	143341573	143345165	ENSMUSG00000066688
Pramef25	human synonym	MGI:3650231	Pramel24	PRAME like 24	protein coding gene	4	+	143446025	143455728	ENSMUSG00000046435
Pramef25	human synonym	MGI:3650204	Pramel28	PRAME like 28	protein coding gene	4	-	143691088	143693520	ENSMUSG00000078510
Pramef25	human synonym	MGI:3651261	Pramel30	PRAME like 30	protein coding gene	4	+	144056819	144060035	ENSMUSG00000078508
Pramef25	human synonym	MGI:3651680	Pramel31	PRAME like 31	protein coding gene	4	+	144084534	144090989	ENSMUSG00000070619
Pramef25	human synonym	MGI:2140706	Pramel32	PRAME like 32	protein coding gene	4	-	88545557	88552423	ENSMUSG00000038330
Pramef25	human synonym	MGI:3704103	Pramel33	PRAME like 33	protein coding gene	5	-	93629686	93684190	ENSMUSG00000096044
Pramef25	human synonym	MGI:2141341	Pramel34	PRAME like 34	protein coding gene	5	-	93783041	93819368	ENSMUSG00000070686
Pramef25	human synonym	MGI:3704104	Pramel35	PRAME like 35	protein coding gene	5	+	93991635	94003966	ENSMUSG00000107392
Pramef25	human synonym	MGI:3704105	Pramel36	PRAME like 36	protein coding gene	5	-	94072872	94076898	ENSMUSG00000096230
Pramef25	human synonym	MGI:2681870	Pramel37	PRAME like 37	protein coding gene	5	-	94214313	94218404	ENSMUSG00000072822
Pramef25	human synonym	MGI:3781282	Pramel38	PRAME like 38	protein coding gene	5	+	94365864	94369869	ENSMUSG00000096259
Pramef25	human synonym	MGI:2683305	Pramel39-ps	PRAME like 39, pseudogene	pseudogene	5	-	94450378	94454655	ENSMUSG00000094560
Pramef25	human synonym	MGI:3779601	Pramel40	PRAME like 40	protein coding gene	5	+	94462294	94465114	ENSMUSG00000095718
Pramef25	human synonym	MGI:3779756	Pramel41	PRAME like 41	protein coding gene	5	+	94593643	94596512	ENSMUSG00000074011
Pramef25	human synonym	MGI:3781318	Pramel42	PRAME like 42	protein coding gene	5	+	94674143	94686226	ENSMUSG00000095074
Pramef25	human synonym	MGI:3781326	Pramel43	PRAME like 43	protein coding gene	5	-	94760164	94764199	ENSMUSG00000095503
Pramef25	human synonym	MGI:3779602	Pramel44	PRAME like 44	protein coding gene	5	+	94771838	94774707	ENSMUSG00000094195
Pramef25	human synonym	MGI:3646599	Pramel45	PRAME like 45	protein coding gene	5	+	95256291	95259017	ENSMUSG00000092166
Pramef25	human synonym	MGI:3704250	Pramel46	PRAME like 46	protein coding gene	5	-	95416588	95420614	ENSMUSG00000096066
Pramef25	human synonym	MGI:3781437	Pramel47	PRAME like 47	protein coding gene	5	+	95453782	95491434	ENSMUSG00000079424
Pramef25	human synonym	MGI:1261918	Pramel48	PRAME like 48	protein coding gene	5	+	95604665	95633446	ENSMUSG00000070677
Pramef25	human synonym	MGI:3779772	Pramel49	PRAME like 49	protein coding gene	5	-	95738694	95742721	ENSMUSG00000094043
Pramef25	human synonym	MGI:3704107	Pramel50	PRAME like 50	protein coding gene	5	-	95879951	95884032	ENSMUSG00000096139
Pramef25	human synonym	MGI:3647817	Pramel53	PRAME like 53	protein coding gene	5	+	94224244	94228856	ENSMUSG00000072821
Pramef25	human synonym	MGI:3648891	Pramel54	PRAME like 54	protein coding gene	5	+	95889873	95894476	ENSMUSG00000072814
Pramef25	human synonym	MGI:3615333	Pramel55	PRAME like 55	protein coding gene	5	+	95923729	95952089	ENSMUSG00000072813
Pramef25	human synonym	MGI:3781362	Pramel56	PRAME like 56	protein coding gene	5	+	95021642	95025061	ENSMUSG00000095954
